Jurisdicción;CUE Anexo;Nombre;Sector;Ámbito;Domicilio;CP;Código de área;Teléfono;Código localidad;Localidad;Departamento;Mail;Ed. Común;Ed. Especial;Ed. Adultos;Ed. Artística;Ed. Hospitalaria Domiciliaria;Ed. Intercultural Bilingüe;Jardín maternal;Inicial;Primaria;Secundaria;Secundaria Técnica (INET);Superior no Universitario;Servicios complementarios
Buenos Aires;60000100;JARDÍN DE INFANTES Nº915 JAVIER VILLAFAÑE;Estatal;Urbano;TIRO FEDERAL 712  ;7300;02281;426487;6049005;AZUL;AZUL;jardin905azul@gmail.com; ji007915@abc.gov.ar;Verdadero;Falso;Falso;Falso;Falso;Falso;Falso;Verdadero;Falso;Falso;Falso;Falso;Falso
Buenos Aires;60771300;ESCUELA DE EDUCACIÓN SECUNDARIA Nº5 GENERAL MARTÍN RICO;Estatal;Urbano;RIO SALADO E/ S. DEL ESTERO Y CARBONAR 5150  ;1882;011;4256-0522;6658005;EZPELETA;QUILMES;media5quilmes@yahoo.com.ar;Verdadero;Falso;Verdadero;Falso;Falso;Falso;Falso;Falso;Falso;Verdadero;Falso;Falso;Falso
Buenos Aires;60771400;INSTITUTO DOLORES RODRIGUEZ SOPEÑA;Privado;Urbano;ESPAÑA E/ DIAZ VELEZ Y VIAS 620  ;1870;011;4222-6814;6035001;AVELLANEDA;AVELLANEDA;idrs10@yahoo.com.ar;Verdadero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Verdadero;Falso;Falso;Falso
Buenos Aires;60771600;INSTITUTO PIO XII;Privado;Urbano;BERUTI E/ MITRE Y AV.BELGRANO 75  ;1870;011;4201-8863;6035001;AVELLANEDA;AVELLANEDA;educacionsecundariapioxxii@gmail.com;Verdadero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Verdadero;Falso;Falso;Falso
Buenos Aires;60771700;COLEGIO PARROQUIAL PIO XII;Privado;Urbano;BERUTI E/BELGRANO Y MITRE 75  ;1870;011;4201-8863;6035001;AVELLANEDA;AVELLANEDA;pioxiiavellaneda@speedy.com.ar; dpp0050092@abc.gov.ar;Verdadero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Verdadero;Falso;Falso;Falso;Falso
Buenos Aires;60771800;ESCUELA DE EDUCACIÓN PRIMARIA Nº64 BUQUE ESCUELA FRAGATA LIBERTAD;Estatal;Urbano;AVDA. PROVINCIAL Y 848 S/N  ;1881;011;4213-5216;6658008;QUILMES;QUILMES;miguel01@hotmail.com; pp085064@abc.gov.ar;Verdadero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Verdadero;Falso;Falso;Falso;Falso
Buenos Aires;60771900;ESCUELA DE EDUCACIÓN PRIMARIA Nº59 LOS EUCALIPTUS;Estatal;Urbano;898 E/863 Y 864 6351  ;1881;011;4213-4835;6658008;QUILMES;QUILMES;plazaeuca@yahoo.com.ar; pp085059@abc.gov.ar;Verdadero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Verdadero;Falso;Falso;Falso;Falso
Buenos Aires;60772000;ESCUELA DE EDUCACIÓN PRIMARIA Nº53 ALMAFUERTE;Estatal;Urbano;844 2288  ;1881;011;4212-2771;6658009;SAN FRANCISCO SOLANO;QUILMES;escuelaepb53@yahoo.com.ar; pp085053@abc.gov.ar;Verdadero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Verdadero;Falso;Falso;Falso;Falso
Buenos Aires;60772100;ESCUELA ESPECIAL Nº504;Estatal;Urbano;CALLE 893 (E/ 844 Y 845) 4455  SAN FRANCISCO SOLANO;1881;011;4212-4492;6658009;SAN FRANCISCO SOLANO;QUILMES;eee504quilmes@yahoo.com.ar; ee085504@abc.gov.ar;Falso;Verdadero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso
Buenos Aires;60772200;ESCUELA DE EDUCACIÓN PRIMARIA Nº32 SAN FRANCISCO SOLANO;Estatal;Urbano;844 E/ 893 Y 894 2270  ;1881;011;4212-3148;6658008;QUILMES;QUILMES;pp085032@yahoo.com.ar; pp085032@abc.gov.ar;Verdadero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Verdadero;Falso;Falso;Falso;Falso
Buenos Aires;60772300;ESCUELA POLIMODAL Nº10 QUILMES;Estatal;Urbano;899 E/ AV.MONTEVERDE Y 859 5838  ;1881;011;4213-5224;6658009;SAN FRANCISCO SOLANO;QUILMES;media10quilmes@hotmail.com; omm0850010@abc.gov.ar;Verdadero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Verdadero;Falso;Falso;Falso
Buenos Aires;60772400;ESCUELA DE EDUCACIÓN PRIMARIA Nº33 GRAL DOMINGO VIEJO BUENO;Estatal;Urbano;CABO RAUL SESSA 1101  VILLA ITATI;1876;011;4270-7387;6658001;BERNAL;QUILMES;ep333_085@yahoo.com.ar; pp085033@abc.gov.ar;Verdadero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Verdadero;Falso;Falso;Falso;Falso
Buenos Aires;60772500;INSTITUTO SUPERIOR DE FORMACION DOCENTE Nº104;Estatal;Urbano;MITRE 364  ;1878;011;4253-1354;6658008;QUILMES;QUILMES;isfd104gb@gmail.com; ois0850104@abc.gov.ar;Verdadero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Verdadero;Falso
Buenos Aires;60772600;ESCUELA DE EDUCACIÓN SECUNDARIA TÉCNICA Nº5 REINO DE ESPAÑA;Estatal;Urbano;GARIBALDI E/ PAZ Y SARMIENTO 433  ;1878;011;4253-1128;6658008;QUILMES;QUILMES;tecnica_085005@yahoo.com.ar; mt085005@abc.gov.ar;Verdadero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Verdadero;Verdadero;Falso;Falso
Buenos Aires;60772700;JARDÍN DE INFANTES Nº926 SAN MIGUEL DE TUCUMAN;Estatal;Urbano;AVDA. CENTRAL E/900 Y 1000   ;1778;011;469-3417;6427003;CIUDAD EVITA;LA MATANZA;ji069926@abc.gov.ar;Verdadero;Falso;Falso;Falso;Falso;Falso;Falso;Verdadero;Falso;Falso;Falso;Falso;Falso
Buenos Aires;60772800;ESCUELA DE EDUCACIÓN PRIMARIA Nº188 DR. RENE GERONIMO FAVALORO;Estatal;Urbano;CADIZ 6346  EL TAMBO;1765;011;4467-1850;6427007;ISIDRO CASANOVA;LA MATANZA;renefavaloro188@gmail.com; pp069188@abc.gov.ar;Verdadero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Verdadero;Falso;Falso;Falso;Falso
Buenos Aires;60772900;JARDÍN DE INFANTES TERU-TERU;Privado;Urbano;PERU Y OMBU 2237  ;1754;011;4651-1030;6427012;SAN JUSTO;LA MATANZA;jardinteru-teru@hotmail.com.; dji0691910@abc.gov.ar;Verdadero;Falso;Falso;Falso;Falso;Falso;Falso;Verdadero;Falso;Falso;Falso;Falso;Falso
Buenos Aires;60773100;JARDÍN DE INFANTES Nº970 REPUBLICA DEL PERU;Estatal;Urbano;CHARLONE 600  ;1752;011;4652-3647;6427025;VILLA INSUPERABLE;LA MATANZA;ji069970@yahoo.com.ar; ji069970@abc.gov.ar;Verdadero;Falso;Falso;Falso;Falso;Falso;Falso;Verdadero;Falso;Falso;Falso;Falso;Falso
Buenos Aires;60773200;ESCUELA DE EDUCACIÓN SECUNDARIA Nº13;Estatal;Urbano;AVDA. JUAN MANUEL DE ROSAS 1313  ;1752;011;4482-2768;6427020;LOMAS DE MIRADOR;LA MATANZA;mm069013@abc.gov.ar;Verdadero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Verdadero;Falso;Falso;Falso
Buenos Aires;60773300;ESCUELA DE EDUCACIÓN PRIMARIA Nº112 PERITO MORENO;Estatal;Urbano;SALVIGNI 6008  ;1757;011;4457-4380;6427006;GREGORIO DE LAFERRERE;LA MATANZA;jaoch2334@yahoo.com.ar; pp069112@abc.gov.ar;Verdadero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Verdadero;Falso;Falso;Falso;Falso
Buenos Aires;60773400;JARDÍN DE INFANTES Nº916 FLOR DE CEIBO;Estatal;Urbano;LINIERS E/ COLON Y PALACIOS 551  ;1752;011;46992392;6427020;LOMAS DE MIRADOR;LA MATANZA;mariarolampi@yahoo.com.ar; ji069916@abc.gov.ar;Verdadero;Falso;Falso;Falso;Falso;Falso;Falso;Verdadero;Falso;Falso;Falso;Falso;Falso
Buenos Aires;60773500;ESCUELA DE EDUCACIÓN PRIMARIA Nº43 REPUBLICA ORIENTAL DEL URUGUAY;Estatal;Urbano;CORONEL PRINGLES 5001  ;1766;011;4652-3995;6427008;LA TABLADA;LA MATANZA;opp0690043@abc.gov.ar;Verdadero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Verdadero;Falso;Falso;Falso;Falso
Buenos Aires;60773600;ESCUELA DE EDUCACIÓN PRIMARIA Nº27 ALMAFUERTE;Estatal;Urbano;CABRERA Y CERRITO 36  ;1752;011;4652-0118;6427020;LOMAS DE MIRADOR;LA MATANZA;epb27@live.com.ar; opp0690027@abc.gov.ar;Verdadero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Verdadero;Falso;Falso;Falso;Falso
Buenos Aires;60773800;JARDÍN DE INFANTES Nº921;Estatal;Urbano;CABRERA 42  ;1752;011;4453-2679;6427020;LOMAS DE MIRADOR;LA MATANZA;marsil21ica@hotmail.com; oji0690921@abc.gov.ar;Verdadero;Falso;Falso;Falso;Falso;Falso;Falso;Verdadero;Falso;Falso;Falso;Falso;Falso
Buenos Aires;60773900;ESCUELA DE EDUCACIÓN PRIMARIA Nº54 FRAGATA LIBERTAD;Estatal;Urbano;CATRIEL Y OLLEROS 3933  ;1766;011;4484-4685;6427008;LA TABLADA;LA MATANZA;pp069054@abc.gov.ar;Verdadero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Verdadero;Falso;Falso;Falso;Falso
Buenos Aires;60774000;ESCUELA DE EDUCACIÓN PRIMARIA Nº19 DOMINGO FAUSTINO SARMIENTO;Estatal;Urbano;ORTIZ DE OCAMPO E/MITRE Y ALVEAR 335  ;1878;011;4253-2092;6658008;QUILMES;QUILMES;egb0019@hotmail.com; pp085019@abc.gov.ar;Verdadero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Verdadero;Falso;Falso;Falso;Falso
Buenos Aires;60774100;ESCUELA DE EDUCACIÓN PRIMARIA Nº17 CNEL. DE MARINA LEONARDO ROSALES;Estatal;Urbano;ENTRE RIOS E/QUINTANA Y BDO. DE YRIGOY 580  ;1878;011;425-1876;6658008;QUILMES;QUILMES;pp085017@yahoo.com.ar; pp085017@abc.gov.ar;Verdadero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Verdadero;Falso;Falso;Falso;Falso
Buenos Aires;60774200;ESCUELA DE EDUCACIÓN PRIMARIA Nº16 GRANADEROS DE SAN MARTIN;Estatal;Urbano;RODOLFO LOPEZ Y B. DE IRIGOYEN 533  ;1878;011;4253-2906;6658008;QUILMES;QUILMES;egb16_quilmes@yahoo.com.ar; pp085016@abc.gov.ar;Verdadero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Verdadero;Falso;Falso;Falso;Falso
Buenos Aires;60774300;JARDÍN DE INFANTES INSTITUTO ENRICO FERMI;Privado;Urbano;LA RIOJA E/ VICENTE LOPEZ Y SAENZ PE€A 397  ;1878;011;4252-8784;6658008;QUILMES;QUILMES;e_fermi2002@yahoo.com.ar; dji0853588@abc.gov.ar;Verdadero;Falso;Falso;Falso;Falso;Falso;Falso;Verdadero;Falso;Falso;Falso;Falso;Falso
Buenos Aires;60774600;ESCUELA DE EDUCACIÓN SECUNDARIA Nº4 FRANCISCO P. MORENO;Estatal;Urbano;3 ENTRE 20 Y 21 2740  ;7109;02257;46-1666;6420009;SAN BERNARDO;LA COSTA;ees4lacosta@gmail.com;Verdadero;Falso;Verdadero;Falso;Falso;Falso;Falso;Falso;Falso;Verdadero;Falso;Falso;Falso
Buenos Aires;60774700;CENTRO EDUCATIVO DE NIVEL SECUNDARIO Nº451;Estatal;Urbano;BLANCO ENCALADA 100  ;7109;02257;42-0207;6420004;MAR DE AJO;LA COSTA;eem6lacosta@gmail.com; omm1230006@abc.gov.ar;Falso;Falso;Verdadero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso
Buenos Aires;60774800;INSTITUTO SAN JOSE;Privado;Urbano;107 184  ;6605;02272;42-0169;6574017;NAVARRO;NAVARRO;instsanjosesuperior@copesnet.com.ar; dis0744527@abc.gov.ar;Verdadero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Verdadero;Falso
Buenos Aires;60774900;JARDÍN DE INFANTES SAN JOSE;Privado;Urbano;105 165  ;6605;02272;42-0169;6574017;NAVARRO;NAVARRO;dji0742166@abc.gov.ar;Verdadero;Falso;Falso;Falso;Falso;Falso;Falso;Verdadero;Falso;Falso;Falso;Falso;Falso
Buenos Aires;60775000;INSTITUTO SAN JOSE;Privado;Urbano;107 184  ;6605;02272;42-0169;6574017;NAVARRO;NAVARRO;sanjosedenavarro@gmail.com;Verdadero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Verdadero;Falso;Falso;Falso
Buenos Aires;60775100;INSTITUTO SAN LORENZO;Privado;Urbano;28 308  ;6605;02272;42-0213;6574017;NAVARRO;NAVARRO;instsanlorenzo@yahoo.com.ar;Verdadero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Verdadero;Falso;Falso;Falso
Buenos Aires;60775200;COLEGIO RECONOCIDO SAN JOSE;Privado;Urbano;107 184  ;6605;02272;42-0169;6574017;NAVARRO;NAVARRO;sanjosenavarro@gmail.com; dpp0740643@abc.gov.ar;Verdadero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Verdadero;Falso;Falso;Falso;Falso
Buenos Aires;60775400;ESCUELA DE EDUCACIÓN SECUNDARIA Nº4 NICOLAS AVELLANEDA;Estatal;Urbano;LAMADRID 262  ;2705;02475;46-6656;6686029;ROJAS;ROJAS;secundarioensna@gmail.com;Verdadero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Verdadero;Falso;Falso;Falso
Buenos Aires;60775500;ESCUELA DE EDUCACIÓN SECUNDARIA TÉCNICA Nº1 DON LUIS BUSSALLIEU;Estatal;Urbano;AV. LARREA ESQ. H. LAGOS 455  ;2705;02475;46-5010;6686029;ROJAS;ROJAS;eetec1@gmail.com; omt0890001@abc.gov.ar;Verdadero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Verdadero;Verdadero;Falso;Falso
Buenos Aires;60775600;ESCUELA DE EDUCACIÓN SECUNDARIA Nº2 EMILIO VALENTIN ALAVEDRA;Estatal;Urbano;ALSINA ESTE 180  ;7160;02268;42-1239;6511004;MAIPU;MAIPU;secundaria2maipu@yahoo.com.ar;Verdadero;Falso;Verdadero;Falso;Falso;Falso;Falso;Falso;Falso;Verdadero;Falso;Falso;Falso
Buenos Aires;60775800;ESCUELA DE EDUCACIÓN SECUNDARIA TÉCNICA Nº1 CAPITÁN DE NAVIO HIPÓLITO BOUCHARD;Estatal;Urbano;INDEPENDENCIA 450  ;1625;03488;442-0440;6252001;BELEN DE ESCOBAR;ESCOBAR;eetn1escobar@hotmail.es; omt1160001@abc.gov.ar;Verdadero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Verdadero;Verdadero;Falso;Falso
Buenos Aires;60775900;ESCUELA DE EDUCACIÓN PRIMARIA Nº7 JUAN BAUTISTA ALBERDI;Estatal;Urbano;ALBERDI E/SAN MARTIN Y MORENO 130  ;1878;011;4253-1817;6658008;QUILMES;QUILMES;primaria_siete_quilmes@hotmail.com; pp085007@abc.gov.ar;Verdadero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Verdadero;Falso;Falso;Falso;Falso
Buenos Aires;60776000;ESCUELA DE EDUCACIÓN PRIMARIA Nº1 CORONEL DORREGO;Estatal;Urbano;109 E/ 22 Y 24 49  ;6605;02272;43-0300;6574017;NAVARRO;NAVARRO;escuelaunonavarro@yahoo.com.ar; opp0740001@abc.gov.ar;Verdadero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Verdadero;Falso;Falso;Falso;Falso
Buenos Aires;60776200;ESCUELA DE EDUCACIÓN PRIMARIA Nº29 MIGUEL MARTÍN DE GÜEMES;Estatal;Urbano;BROWN Y SAN LORENZO 106  ;1878;011;4257-5854;6658008;QUILMES;QUILMES;ep29quilmes@yahoo.com.ar; opp0850029@abc.gov.ar;Verdadero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Verdadero;Falso;Falso;Falso;Falso
Buenos Aires;60776400;INSTITUTO RIOS DE VIDA;Privado;Urbano;MARMOL E/ BELGRANO Y PRINGLES 500  ;1878;011;4224-3680;6658008;QUILMES;QUILMES;escuelariosdelavida@hotmail.com; dpp0853325@abc.gov.ar;Verdadero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Verdadero;Falso;Falso;Falso;Falso
Buenos Aires;60776500;INSTITUTO MONSEÑOR EMILIO DI PASQUO;Privado;Urbano;PRIMERA JUNTA Y DERQUI 750  ;1878;011;4254-4676;6658008;QUILMES;QUILMES;di-pasquo@yahoo.com.ar; dpp0850480@abc.gov.ar;Verdadero;Falso;Falso;Falso;Falso;Falso;Falso;Verdadero;Verdadero;Falso;Falso;Falso;Falso
Buenos Aires;60776600;COLEGIO SAN JORGE;Privado;Urbano;GUIDO E/ PRINGLES Y MOZART 800  +;1878;011;43507900;6658008;QUILMES;QUILMES;prepschool@stgeorge.org.ar; dpp0850757@abc.gov.ar;Verdadero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Verdadero;Falso;Falso;Falso;Falso
Buenos Aires;60776700;INSTITUTO NUESTRA SEÑORA DEL PERPETUO SOCORRO;Privado;Urbano;AVENIDA CALCHAQUI 4949  ;1879;011;4210-0149/4043;6658008;QUILMES;QUILMES;magisterio@nspsocorro.com.ar; dis0854581@abc.gov.ar;Verdadero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Verdadero;Falso
Buenos Aires;60776900;ESCUELA DE EDUCACIÓN PRIMARIA Nº7 MARIANO MORENO;Estatal;Urbano;9 DE JULIO E/ SAN MARTIN Y BELGRANO 214  ;1870;011;4222-0222;6035001;AVELLANEDA;AVELLANEDA;eep7avellaneda@hotmail.com.ar; opp0050007@abc.gov.ar;Verdadero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Verdadero;Falso;Falso;Falso;Falso
Buenos Aires;60777000;ESCUELA DE EDUCACIÓN SECUNDARIA Nº14 JOSÉ MANUEL ESTRADA;Estatal;Urbano;CONESA 399  ;1878;011;4253-0524;6658008;QUILMES;QUILMES;media14quilmes@hotmail.com;Verdadero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Verdadero;Falso;Falso;Falso
Buenos Aires;60777100;ESCUELA DE EDUCACIÓN SECUNDARIA Nº13 DR. DALMACIO V. SARSFIELD;Estatal;Urbano;BERUTI E/ PALAA Y BELGRANO 263  ;1870;011;4229-9023;6035001;AVELLANEDA;AVELLANEDA;enca13@yahoo.com.ar;Verdadero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Verdadero;Falso;Falso;Falso
Buenos Aires;60777200;ESCUELA DE EDUCACIÓN PRIMARIA Nº9 DR. JOSÉ MARIA RAMOS MEJIA;Estatal;Urbano;MONTEVIDEO 551  ;7109;02257;42-9799;6420004;MAR DE AJO;LA COSTA;pp9lacosta@gmail.com; pp123009@abc.gov.ar;Verdadero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Verdadero;Falso;Falso;Falso;Falso
Buenos Aires;60777300;ESCUELA DE EDUCACIÓN SECUNDARIA Nº1 GRAL. JOSÉ DE SAN MARTIN;Estatal;Urbano;BCO. ENCALADA E H. YRIGOYEN 100  ;7109;02257;42-0601;6420004;MAR DE AJO;LA COSTA;ees1lacosta@gmail.com; ees1lacosta@gmail.com;Verdadero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Verdadero;Falso;Falso;Falso
Buenos Aires;60777400;ESCUELA DE EDUCACIÓN SECUNDARIA Nº7;Estatal;Urbano;RIVADAVIA E/ SARMIENTO Y MITRE 373  ;1875;011;4257-2258;6658008;QUILMES;QUILMES;media7quilmes@yahoo.com.ar; mm085007@abc.gov.ar;Verdadero;Falso;Verdadero;Falso;Falso;Falso;Falso;Falso;Falso;Verdadero;Falso;Falso;Falso
Buenos Aires;60777500;ESCUELA DE EDUCACIÓN SECUNDARIA AGRARIA Nº1 OSVALDO MAGNASCO;Estatal;Rural;PIZZAGALLI Y BALBI S/N  LOS SAUQUITOS;7100;02245;44-3019;6238002;DOLORES;DOLORES;agrariadolores@yahoo.com.ar; ma029001@abc.gov.ar;Verdadero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Verdadero;Verdadero;Falso;Falso
Buenos Aires;60777600;JARDÍN DE INFANTES Nº906 LIBRES DEL SUR;Estatal;Urbano;BRUGHETTI Y BALBI ROBECCO S/N  ;7100;02245;44-1903;6238002;DOLORES;DOLORES;jardindeinfantesdolores906@gmail.com; ji029906@abc.gov.ar;Verdadero;Falso;Falso;Falso;Falso;Falso;Verdadero;Verdadero;Falso;Falso;Falso;Falso;Falso
Buenos Aires;60777700;JARDÍN DE INFANTES Nº905 JUANA VALE DE FONTANA;Estatal;Urbano;BORJAS Y ALVAREZ S/N  ;7100;02245;44-4375;6238002;DOLORES;DOLORES;ji_juanavale25@hotmail.com; oji0290905@abc.gov.ar;Verdadero;Falso;Falso;Falso;Falso;Falso;Verdadero;Verdadero;Falso;Falso;Falso;Falso;Falso
Buenos Aires;60777800;JARDÍN DE INFANTES Nº903 JUAN MANUEL COTTA;Estatal;Urbano;AMEGHINO ESQ. 25 DE MAYO 485  ;7100;02245;44-2611;6238002;DOLORES;DOLORES;jardin903dolores@gmail.com; ji029903@abc.gov.ar;Verdadero;Falso;Falso;Falso;Falso;Falso;Verdadero;Verdadero;Falso;Falso;Falso;Falso;Falso
Buenos Aires;60777900;INSTITUTO SUPERIOR DE FORMACION DOC. Nº168 DR. VICTORIANO;Estatal;Urbano;CRAMER 50  ;7100;02245;44-6241;6238002;DOLORES;DOLORES;uadolores@hotmail.com; is029168@abc.gov.ar;Verdadero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Verdadero;Falso
Buenos Aires;60778000;INSTITUTO SUPERIOR DE FORMACION DOCENTE Nº26;Estatal;Urbano;MARQUEZ 51  ;7100;02245;44-3171;6238002;DOLORES;DOLORES;is029026@gmail.com; is029026@abc.gov.ar;Verdadero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Verdadero;Falso
Buenos Aires;60778001;EXTENSION A INSTITUTO SUPERIOR Nº26 (DOLORES);Estatal;Urbano;25 DE MAYO 285  ;nan;02245;48-0458;6168002;CASTELLI;CASTELLI;i26castelli@gmail.com;Verdadero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Verdadero;Falso
Buenos Aires;60778100;ESCUELA ESPECIAL Nº501 MANUELA B. DE URDAMUIDELUZ;Estatal;Urbano;MENDIOLA Y PAZ 425  ;7100;02245;44-7471;6238002;DOLORES;DOLORES;especial501dolores@hotmail.com; ee029501@abc.gov.ar;Falso;Verdadero;Falso;Falso;Verdadero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso
Buenos Aires;60778200;ESCUELA DE ADULTOS Nº702 PAULA ALBARRACIN;Estatal;Urbano;PUEYRREDON Y PELLEGRINI 382  ;7100;02245;44-1853;6238002;DOLORES;DOLORES;de029702@abc.gov.ar;Falso;Falso;Verdadero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso
Buenos Aires;60778201;CENTRO DE ADULTOS Nº703/02;Estatal;Urbano;SALTA 198  ;7100;02245;42-1198;6238002;DOLORES;DOLORES;odc0290703@abc.gov.ar;Falso;Falso;Verdadero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso
Buenos Aires;60778202;CENTRO DE ADULTOS Nº704/02;Estatal;Urbano;HIPOLITO IRIGOYEN 469  ;7100;nan;nan;6238002;DOLORES;DOLORES;odc0290704@abc.gov.ar;Falso;Falso;Verdadero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso
Buenos Aires;60778300;ESCUELA CLUB ATLETICO INDEPENDIENTE;Privado;Urbano;ALSINA Y PJE. VILLEGAS 834  ;1870;011;4222-5322;6035001;AVELLANEDA;AVELLANEDA;epcai2844@outlook.com; dpp0052844@abc.gov.ar;Verdadero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Verdadero;Falso;Falso;Falso;Falso
Buenos Aires;60778400;ESCUELA DE EDUCACIÓN SECUNDARIA TÉCNICA Nº9 ING. TORCUATO DI TELLA;Estatal;Urbano;AVDA. RIVADAVIA E/ A. LOPEZ Y M. BRAVO 1069  ;1870;011;4208-2797;6035001;AVELLANEDA;AVELLANEDA;aleyalediccis@gmail.com; mt005009@abc.gov.ar;Verdadero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Verdadero;Verdadero;Falso;Falso
Buenos Aires;60778600;ESCUELA DE ADULTOS Nº703;Estatal;Urbano;CHILE E IRALA   ;1879;011;4280-8733;6658008;QUILMES;QUILMES;egba703@yahoo.com.ar; ode0850703@abc.gov.ar;Falso;Falso;Verdadero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso
Buenos Aires;60778602;CENTRO DE ADULTOS Nº713/03;Estatal;Urbano;JUAN B. JUSTO 3402  ;1879;011;4280-8733;6658008;QUILMES;QUILMES;egba703@yahoo.com.ar; odc0850713@abc.gov.ar;Falso;Falso;Verdadero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso
Buenos Aires;60778603;CENTRO DE ADULTOS Nº718/03;Estatal;Urbano;R. ROJAS Y NICARAGUA S/N  ;1879;011;4-2180-8733;6658008;QUILMES;QUILMES;egba703@yahoo.com.ar; odc0850718@abc.gov.ar;Falso;Falso;Verdadero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso
Buenos Aires;60778604;CENTRO DE ADULTOS Nº719/03;Estatal;Urbano;JULIO CASARES Y REPUBLICA DE CUBA S/N  ;1879;011;4280-8733;6658008;QUILMES;QUILMES;egba703@yahoo.com.ar; odc0850719@abc.gov.ar;Falso;Falso;Verdadero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso
Buenos Aires;60778700;CENTRO EDUCATIVO NIVEL SECUNDARIO Nº453;Estatal;Urbano;TRIUNVIRATO 1745  ;1879;011;4280-8030;6658008;QUILMES;QUILMES;cens453quilmes@yahoo.com.ar; odm0850453@abc.gov.ar;Falso;Falso;Verdadero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso
Buenos Aires;60778900;ESCUELA DE EDUCACIÓN PRIMARIA Nº64 CRISOLOGO LARRALDE;Estatal;Urbano;ALTOLAGUIRRE E/ LA BLANQUEADA Y SOREDA 452  ;1874;011;4207-9769;6035012;VILLA DOMINICO;AVELLANEDA;crisologol64@hotmail.com; pp005064@abc.gov.ar;Verdadero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Verdadero;Falso;Falso;Falso;Falso
